0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EXSANGUÍNEO,TRANSFUSÃO,VOLTA MARIA,HCO,HSO,REF,PROCEDIMENTOS,MEDICINA,TRANSFUSIONALPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSFUSÃO,FETAL,INTRA-UTERINA,HCO,REF,PROCEDIMENTOS,MEDICINA,TRANSFUSIONALPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",BIÓPSIA,DE,PELE,OU,OUTROS,TECIDOS,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",MATERIAL,DE,ABORTO,OU,NATIMORTO,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",PARA,DOENÇAS,"HEMATOLÓGICAS,",SANGUE,"PERIFÉRICO,",TECIDOS,LINFÓIDES,E,,,,,,,,,,,,,,,,,,
MEDULA,ÓSSEAAMB,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",SANGUE,FETAL,VOLTA MARIA,HCO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",SANGUE,PERIFÉRICO,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,"BANDAS,",VILOSIDADES,CORIÔNICAS,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,PESQUISA,DE,TROCA,DE,CROMÁTIDES,IRMÃS,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,COM,TÉCNICAS,DE,ALTA,RESOLUÇÃO,(ESTUDO,EM,PROMETÁFASE),VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIÓTIPO,PARA,SÍNDROMES,DE,QUEBRAS,"CROMOSSÔMICAS,",SANGUE,PERIFÉRICO,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
149PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
DETECÇÃO,DE,ANORMALIDADES,DOS,CROMOSSOMOS,X,OU,Y,(SANGUE,PERIFÉRICO,OU,ESFREGAÇO,DE,,,,,,,,,,,,,,,,
MUCOSA,"BUCAL),",POR,FISHAMB,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTUDO,CITOGENÉTICO,PARA,DOENÇAS,NEOPLÁSICAS,"MALIGNAS,",DIVERSOS,MATERIAIS,VOLTA MARIA,HCO,HSO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTUDO,DE,ALTERAÇÕES,CROMOSSÔMICAS,EM,LEUCEMIAS,POR,FISH,(FLUORESCENCE,IN,SITU,,,,,,,,,,,,,,,,,,
HYBRIDIZATION)AMB,HCO,HSO,REF,PAC,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LÍQUIDO,"AMNIÓTICO,",CARIÓTIPO,COM,BANDAS,VOLTA MARIA,HCO,REF,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESQUISA,DE,MICRODELEÇÕES/MICRODUPLICAÇÕES,POR,FISH,(FLUORESCENCE,IN,SITU,HYBRIDIZATION),-,,,,,,,,,,,,,,,,,,,
COM,DIRETRIZ,DE,UTILIZAÇÃOAMB,HCO,HSO,REF,PAC,110,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REARRANJO,BCL6,3q27,(NHL),FISH,VOLTA MARIA,HCO,HSO,REF,PAC,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REARRANJO,8q24,FISH,(MEDULA,ÓSSEA),VOLTA MARIA,HCO,HSO,REF,PAC,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REARRANJO,8q24,FISH,(SANGUE),VOLTA MARIA,HCO,HSO,REF,PAC,CITOGENÉTICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMINOÁCIDOS,URINÁRIOS,OU,"PLASMÁTICOS,",ANÁLISE,QUANTITATIVA,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVALIAÇÃO,DE,RISCO,DE,ANOMALIAS,CROMOSSÔMICAS,E/OU,DEFEITOS,DE,FECHAMENTO,DE,TUBO,NEURAL,VOLTA MARIA,HCO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBOIDRATOS,"URINÁRIOS,",ANÁLISE,QUALITATIVA,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,"1,4-ALFA-GLICOSIDASE",EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ALFA-D-MANOSIDASE,EM,LEUCÓCITOS,E,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ALFA-GALACTOSIDASE,EM,"LEUCÓCITOS,",SORO,E,,,,,,,,,,,,,,,,,,,
FIBROBLASTOSAMB,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ALFA-L-FUCOSIDASE,EM,LEUCÓCITOS,OU,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ALFA-L-IDURONIDASE,EM,LEUCÓCITOS,OU,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ALFA-N-ACETILGLICOSAMINIDASE,EM,SORO,OU,,,,,,,,,,,,,,,,,,,,
FIBROBLASTOSAMB,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ARILSULFATASE,A,EM,LEUCÓCITOS,E,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ARILSULFATASE,B,EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
150PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,BETA-GALACTOSIDASE,EM,LEUCÓCITOS,OU,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,BETA-GLICOSIDASE,EM,LEUCÓCITOS,OU,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,BETA-GLICURONIDASE,EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,ESFINGOMIELINASE,EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,GALACTOCEREBROSIDASE,EM,LEUCÓCITOS,E,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,HEXOSAMINIDASE,A,E,TOTAL,EM,"SORO,",LEUCÓCITOS,OU,,,,,,,,,,,,,,,,
FIBROBLASTOSAMB,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,IDURONATO,2-SULFATASE,EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETERMINAÇÃO,DA,ATIVIDADE,ENZIMÁTICA,DA,N-ACETILGALACTOSAMINA-6-SULFATASE,EM,FIBROBLASTOS,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSAGEM,QUANTITATIVA,DE,ÁCIDOS,GRAXOS,DE,CADEIA,MUITO,LONGA,PARA,O,DIAGNÓSTICO,DE,ERROS,,,,,,,,,,,,,,,
INATOS,DO,METABOLISMO,(EIM)AMB,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLICOSAMINOGLICANOS,"URINÁRIOS,",DOSAGEM,QUANTITATIVA,OU,ANÁLISE,QUALITATIVA,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORFIRINAS,URINÁRIAS,OU,"PLASMÁTICAS,",FRACIONAMENTO,E,QUANTIFICAÇÃO,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTES,DE,ERROS,INATOS,DO,"METABOLISMO,","QUALITATIVOS,",NA,URINA,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,DUPLO:,1,TRIMESTRE,-,PROTEÍNA,A,PLASMÁTICA,ASSOCIADA,À,GESTAÇÃO,"(PAPP-A),",BETA-,,,,,,,,,,,,,,,,
GONADOTROFINA,CORIÔNICA,HUMANA,LIVRE,(β-HCG),COM,ELABORAÇÃO,DE,LAUDO,CONTENDO,CÁLCULO,,,,,,,,,,,,,,,,,,
DE,RISCO,PARA,ANOMALIAS,FETAISAMB,HCO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,DUPLO:,2,TRIMESTRE,-,ALFA-FETOPROTEÍNA,"(αFP),",BETA-GONADOTROFINA,CORIÔNICA,HUMANA,,,,,,,,,,,,,,,,,,,
LIVRE,(β-HCG),COM,ELABORAÇÃO,DE,LAUDO,CONTENDO,CÁLCULO,DE,RISCO,PARA,ANOMALIAS,FETAISAMB,HCO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,QUÁDRUPLO:,ALFA-FETOPROTEÍNA,"(αFP),",ESTRIOL,NÃO,CONJUGADO,"(uE3),",BETA-GONADOTROFINA,,,,,,,,,,,,,,,,,,,,
CORIÔNICA,HUMANA,LIVRE,(β-HCG),E,INIBINA,COM,ELABORAÇÃO,DE,LAUDO,CONTENDO,CÁLCULO,DE,RISCO,,,,,,,,,,,,,,,
PARA,ANOMALIAS,FETAISAMB,HCO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,TRIPLO:,ALFA-FETOPROTEÍNA,"(αFP),",ESTRIOL,NÃO,CONJUGADO,"(uE3),",BETA-GONADOTROFINA,,,,,,,,,,,,,,,,,,,,
CORIÔNICA,HUMANA,LIVRE,(β-HCG),COM,ELABORAÇÃO,DE,LAUDO,CONTENDO,CÁLCULO,DE,RISCO,PARA,,,,,,,,,,,,,,,,
ANOMALIAS,FETAISAMB,HCO,REF,PAC,GENÉTICA,BIOQUÍMICA,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALK,-,PESQUISA,DE,MUTAÇÃO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,114,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANÁLISE,MOLECULAR,DE,DNA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,110,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRCA1,e,"BRCA2,",PESQUISA,DE,MUTAÇÃO,SOMÁTICA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),542/2022,01/09/2022,VOLTA MARIA,HCO,HSO,REF,PAC,156,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
151PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
"BCR/ABL,",PESQUISA,DE,TRANSLOCAÇÃO,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAF,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,9,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMOSSOMO,"PHILADELFIA,",PESQUISA,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGFR,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,21,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATOR,V,"LEIDEN,",ANÁLISE,DE,MUTAÇÃO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,25,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HER-2,-,DOSAGEM,DO,RECEPTOR,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,30,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTABILIDADE,DE,MICROSSATÉLITES,"(MSI),",DETECÇÃO,POR,"PCR,",BLOCO,DE,PARAFINA,COM,DIRETRIZ,DE,,,,,,,,,,,,,,,,
UTILIZAÇÃOAMB,HCO,HSO,REF,PAC,110,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-RAS,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,50,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-RAS,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,57,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PROTROMBINA,",PESQUISA,DE,MUTAÇÃO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,61,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REARRANJO,GÊNICO,CÉLULAS,B,POR,PCR,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REARRANJO,GÊNICO,CÉLULAS,T,POR,PCR,VOLTA MARIA,HCO,HSO,REF,PAC,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLT3,-,PESQUISA,DE,MUTAÇÕES,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,142,GENÉTICA,MOLECULAR,GENÉTICAPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
